timestamp,protocol,src_ip,dst_ip,src_port,dst_port,packet_size,flags,ttl,payload_size
2025-12-11 01:16:11.286591,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.286840,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.287069,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.287270,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.295846,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.296101,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.296350,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.296602,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.296823,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.297218,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.306169,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.306545,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.306876,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.307194,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.307510,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.307877,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.308463,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.317499,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.317965,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.318293,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.318592,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.318854,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.319097,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.319311,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.326074,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.326447,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.326783,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.327112,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.327623,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.327892,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.336236,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.336576,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.336923,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.337277,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.337590,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.337878,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.338128,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.347013,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.347377,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.347698,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.348008,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.348574,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.348863,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.349151,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.357922,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.358194,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.358452,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.358705,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.358935,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.359145,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.366265,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.366557,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.366976,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.367243,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.367500,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.367735,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.367941,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.376415,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.376735,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.377045,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.377361,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.377669,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.377953,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.378255,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.386631,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.386959,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.387270,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.387578,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.387856,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.388101,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.396700,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.397027,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.397341,TCP,104.208.16.95,10.10.2.10,443,50735,169,PA,102,103
2025-12-11 01:16:11.397644,TCP,10.10.2.10,104.208.16.95,50735,443,66,A,64,0
2025-12-11 01:16:11.398133,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.398478,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.398789,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.399057,TCP,104.208.16.95,10.10.2.10,443,50735,66,A,102,0
2025-12-11 01:16:11.399498,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.399889,TCP,10.10.2.10,104.208.16.95,50735,443,66,A,64,0
2025-12-11 01:16:11.400283,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.400608,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.406600,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.406932,TCP,104.208.16.95,10.10.2.10,443,50735,530,FPA,102,464
2025-12-11 01:16:11.407253,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.407571,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.407879,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.408160,TCP,10.10.2.10,104.208.16.95,50735,443,66,A,64,0
2025-12-11 01:16:11.408414,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.408704,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.409017,TCP,10.10.2.10,104.208.16.95,50735,443,90,PA,64,24
2025-12-11 01:16:11.409280,TCP,10.10.2.10,104.208.16.95,50735,443,66,FA,64,0
2025-12-11 01:16:11.416715,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.417233,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.417576,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.417907,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.418229,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.418537,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.418792,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.426836,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.427165,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.427478,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.427781,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.428083,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.428357,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.428603,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.437767,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.438373,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.438701,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.439040,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.439353,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.439601,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.446909,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.447224,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.447526,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.447829,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.448131,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.448412,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.448661,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.457083,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.457414,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.457723,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.458030,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.458343,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.458620,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.458920,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.467174,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.467498,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.467811,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.468122,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.468415,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.468651,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.477620,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.477941,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.478246,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.478554,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.478971,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.479334,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.479587,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.487212,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.487819,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.488140,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.488449,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.488754,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.489046,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.489300,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.497311,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.497658,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.497987,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.498299,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.498580,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.498827,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.507253,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.507579,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.507884,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.508191,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.508498,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.508769,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.509073,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.517598,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.518030,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.518358,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.518673,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.519008,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.519299,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.519552,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.527453,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.527868,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.528267,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.528662,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.529038,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.529377,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.538193,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.538598,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.538996,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.539397,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.539814,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.540161,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.540427,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.543067,TCP,104.208.16.95,10.10.2.10,443,50735,66,A,102,0
2025-12-11 01:16:11.547531,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.547913,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.548237,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.548540,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.548843,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.549166,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.549465,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.557671,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.557997,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.558305,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.558613,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.558889,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.559135,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.569511,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.569831,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.570147,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.570457,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.570768,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.571043,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.571294,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.579302,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.579864,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.580775,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.581145,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.581453,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.581967,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.582222,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.588059,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.588379,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.588684,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.588989,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.589269,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.589549,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.598045,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.598378,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.598664,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.598931,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.599251,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.599569,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.599810,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.603343,TCP,10.10.2.10,104.208.16.95,50736,443,78,SEC,64,0
2025-12-11 01:16:11.607931,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.608226,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.608505,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.608742,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.608940,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.609120,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.609280,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.617973,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.618175,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.618356,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.618529,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.618701,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.618855,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.618994,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.627956,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.628119,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.628439,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.628604,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.628768,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.628893,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.640174,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.640325,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.640464,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.640603,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.640740,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.640863,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.640973,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.648183,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.648322,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.648451,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.648578,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.648707,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.648829,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.648935,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.658103,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.658246,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.658384,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.658517,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.658638,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.658748,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.668261,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.668410,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.668556,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.668700,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.668842,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.668972,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.669086,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
2025-12-11 01:16:11.679809,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.679955,TCP,195.187.242.79,10.10.2.10,443,50708,1414,A,115,1348
2025-12-11 01:16:11.680223,TCP,5.161.7.195,10.10.2.10,443,50731,1414,A,51,1348
2025-12-11 01:16:11.680366,TCP,195.187.242.79,10.10.2.10,443,50708,1414,PA,115,1348
2025-12-11 01:16:11.680516,TCP,5.161.7.195,10.10.2.10,443,50731,1414,PA,51,1348
2025-12-11 01:16:11.680644,TCP,10.10.2.10,195.187.242.79,50708,443,66,A,64,0
2025-12-11 01:16:11.680759,TCP,10.10.2.10,5.161.7.195,50731,443,66,A,64,0
